"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"VirtEcom1.2.nlogox"
"Experiment A_OperatingCost"
"09/06/2026 23:54:45:530 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","operating-cost","[step]","count sellers","exited-sellers","survival-rate","mean-cash","mean-debt","mean-buyer-budget","count offers","link-loss","mean-complexity"
"6","40","511","2","18","0.1","-9440","10000","38.1","2","28","5.5"
"4","20","447","6","14","0.3","-1155","6750","53.35","16","60","6"
"3","10","400","11","9","0.55","23.636363636363637","2772.7272727272725","49.75","44","36","6.090909090909091"
"5","30","483","3","17","0.15","-4450","9000","38.85","9","46","7"
"2","5","368","20","0","1","143.875","925","34.05","57","0","6.55"
"6","40","512","2","18","0.1","-9480","10000","38.1","2","28","5.5"
"5","30","484","3","17","0.15","-4313.333333333333","9166.666666666666","38.85","9","46","7"
"3","10","401","7","13","0.35","241.42857142857142","2857.1428571428573","49.75","39","41","7.142857142857143"
"4","20","448","6","14","0.3","-1175","6750","53.35","16","60","6"
"6","40","513","2","18","0.1","-9270","10250","38.1","2","28","5.5"
"5","30","485","3","17","0.15","-4343.333333333333","9166.666666666666","38.85","9","46","7"
"3","10","402","7","13","0.35","231.42857142857142","2857.1428571428573","49.75","39","41","7.142857142857143"
"2","5","369","20","0","1","138.875","925","34.05","57","0","6.55"
"4","20","449","6","14","0.3","-1195","6750","53.35","16","60","6"
"6","40","514","2","18","0.1","-9310","10250","38.1","2","28","5.5"
"5","30","486","3","17","0.15","-4373.333333333333","9166.666666666666","38.85","9","46","7"
"3","10","403","7","13","0.35","221.42857142857142","2857.1428571428573","49.75","39","41","7.142857142857143"
"6","40","515","2","18","0.1","-9350","10250","38.1","2","28","5.5"
"4","20","450","6","14","0.3","-1215","6750","53.35","16","60","6"
"5","30","487","3","17","0.15","-4403.333333333333","9166.666666666666","38.85","9","46","7"
"3","10","404","7","13","0.35","211.42857142857142","2857.1428571428573","49.75","39","41","7.142857142857143"
"2","5","370","20","0","1","133.875","925","34.05","57","0","6.55"
"5","30","488","3","17","0.15","-4266.666666666667","9333.333333333334","38.85","9","46","7"
"6","40","516","2","18","0.1","-9390","10250","38.1","2","28","5.5"
"4","20","451","5","15","0.25","-1178","6800","53.35","16","60","6.6"
"3","10","405","7","13","0.35","201.42857142857142","2857.1428571428573","49.75","39","41","7.142857142857143"
"5","30","489","3","17","0.15","-4296.666666666667","9333.333333333334","38.85","9","46","7"
"6","40","517","2","18","0.1","-9430","10250","38.1","2","28","5.5"
"3","10","406","7","13","0.35","191.42857142857142","2857.1428571428573","49.75","39","41","7.142857142857143"
"2","5","371","20","0","1","128.875","925","34.05","57","0","6.55"
"4","20","452","5","15","0.25","-1198","6800","53.35","16","60","6.6"
"5","30","490","3","17","0.15","-4326.666666666667","9333.333333333334","38.85","12","46","7.333333333333333"
"6","40","518","2","18","0.1","-9470","10250","38.1","2","28","5.5"
"3","10","407","7","13","0.35","181.42857142857142","2857.1428571428573","49.75","39","41","7.142857142857143"
"5","30","491","3","17","0.15","-4356.666666666667","9333.333333333334","38.85","12","46","7.333333333333333"
"4","20","453","5","15","0.25","-1218","6800","53.35","16","60","6.6"
"6","40","519","2","18","0.1","-9510","10250","38.1","2","28","5.5"
"5","30","492","3","17","0.15","-4386.666666666667","9333.333333333334","38.85","12","46","7.333333333333333"
"3","10","408","7","13","0.35","171.42857142857142","2857.1428571428573","49.75","39","41","7.142857142857143"
"2","5","372","20","0","1","123.875","925","34.05","57","0","6.55"
"6","40","520","2","18","0.1","-9550","10250","38.1","2","28","5.5"
"4","20","454","5","15","0.25","-1238","6800","53.35","16","60","6.6"
"5","30","493","3","17","0.15","-4416.666666666667","9333.333333333334","38.85","12","46","7.333333333333333"
"3","10","409","7","13","0.35","161.42857142857142","2857.1428571428573","49.75","39","41","7.142857142857143"
"6","40","521","2","18","0.1","-9590","10250","38.1","2","28","5.5"
"5","30","494","3","17","0.15","-4446.666666666667","9333.333333333334","38.85","12","46","7.333333333333333"
"4","20","455","5","15","0.25","-1258","6800","53.35","16","60","6.6"
"2","5","373","20","0","1","118.875","925","34.05","57","0","6.55"
"3","10","410","7","13","0.35","151.42857142857142","2857.1428571428573","49.75","39","41","7.142857142857143"
"5","30","495","3","17","0.15","-4476.666666666667","9333.333333333334","38.85","12","46","7.333333333333333"
"6","40","522","2","18","0.1","-9630","10250","38.1","2","28","5.5"
"4","20","456","5","15","0.25","-1278","6800","53.35","16","60","6.6"
"5","30","496","3","17","0.15","-4506.666666666667","9333.333333333334","38.85","12","46","7.333333333333333"
"3","10","411","7","13","0.35","141.42857142857142","2857.1428571428573","49.75","39","41","7.142857142857143"
"6","40","523","2","18","0.1","-9670","10250","38.1","2","28","5.5"
"2","5","374","20","0","1","113.875","925","34.05","57","0","6.55"
"5","30","497","3","17","0.15","-4536.666666666667","9333.333333333334","38.85","12","46","7.333333333333333"
"4","20","457","5","15","0.25","-1298","6800","53.35","16","60","6.6"
"3","10","412","7","13","0.35","131.42857142857142","2857.1428571428573","49.75","39","41","7.142857142857143"
"6","40","524","2","18","0.1","-9710","10250","38.1","2","28","5.5"
"5","30","498","3","17","0.15","-4566.666666666667","9333.333333333334","38.85","12","46","7.333333333333333"
"3","10","413","6","14","0.3","143.33333333333334","2833.3333333333335","49.75","30","50","7.166666666666667"
"4","20","458","5","15","0.25","-1318","6800","53.35","16","60","6.6"
"5","30","499","3","17","0.15","-4596.666666666667","9333.333333333334","38.85","12","46","7.333333333333333"
"6","40","525","2","18","0.1","-9750","10250","38.1","2","28","5.5"
"2","5","375","20","0","1","108.875","925","34.05","57","0","6.6"
"5","30","500","3","17","0.15","-4626.666666666667","9333.333333333334","38.85","12","46","7.333333333333333"
"3","10","414","6","14","0.3","133.33333333333334","2833.3333333333335","49.75","30","50","7.166666666666667"
"4","20","459","5","15","0.25","-1338","6800","53.35","16","60","6.6"
"6","40","526","2","18","0.1","-9540","10500","38.1","2","28","5.5"
"5","30","501","3","17","0.15","-4490","9500","38.85","12","46","7.333333333333333"
"3","10","415","6","14","0.3","206.66666666666666","2916.6666666666665","49.75","30","50","7.166666666666667"
"4","20","460","5","15","0.25","-1358","6800","53.35","16","60","6.6"
"2","5","376","20","0","1","103.875","925","34.05","57","0","6.6"
"6","40","527","2","18","0.1","-9580","10500","38.1","2","28","5.5"
"5","30","502","3","17","0.15","-4520","9500","38.85","12","46","7.333333333333333"
"3","10","416","6","14","0.3","196.66666666666666","2916.6666666666665","49.75","30","50","7.166666666666667"
"5","30","503","3","17","0.15","-4550","9500","38.85","12","46","7.333333333333333"
"6","40","528","2","18","0.1","-9620","10500","38.1","2","28","5.5"
"4","20","461","5","15","0.25","-1278","6900","53.35","16","60","6.6"
"5","30","504","3","17","0.15","-4580","9500","38.85","12","46","7.333333333333333"
"2","5","377","20","0","1","98.875","925","34.05","57","0","6.6"
"3","10","417","6","14","0.3","186.66666666666666","2916.6666666666665","49.75","30","50","7.166666666666667"
"6","40","529","2","18","0.1","-9660","10500","38.1","2","28","5.5"
"4","20","462","5","15","0.25","-1298","6900","53.35","16","60","6.6"
"5","30","505","3","17","0.15","-4443.333333333333","9666.666666666666","38.85","12","46","7.333333333333333"
"6","40","530","2","18","0.1","-9700","10500","38.1","2","28","5.5"
"5","30","506","3","17","0.15","-4473.333333333333","9666.666666666666","38.85","12","46","7.333333333333333"
"3","10","418","6","14","0.3","176.66666666666666","2916.6666666666665","49.75","30","50","7.166666666666667"
"4","20","463","5","15","0.25","-1318","6900","53.35","16","60","6.6"
"2","5","378","20","0","1","93.875","925","34.05","57","0","6.6"
"5","30","507","3","17","0.15","-4503.333333333333","9666.666666666666","38.85","12","46","7.333333333333333"
"6","40","531","2","18","0.1","-9740","10500","38.1","2","28","5.5"
"3","10","419","6","14","0.3","166.66666666666666","2916.6666666666665","49.75","30","50","7.166666666666667"
"4","20","464","5","15","0.25","-1338","6900","53.35","16","60","6.6"
"5","30","508","3","17","0.15","-4533.333333333333","9666.666666666666","38.85","12","46","7.333333333333333"
"6","40","532","2","18","0.1","-9780","10500","38.1","2","28","5.5"
"3","10","420","6","14","0.3","156.66666666666666","2916.6666666666665","49.75","30","50","7.166666666666667"
"5","30","509","3","17","0.15","-4563.333333333333","9666.666666666666","38.85","12","46","7.333333333333333"
"2","5","379","20","0","1","88.875","925","34.05","57","0","6.6"
"4","20","465","5","15","0.25","-1358","6900","53.35","16","60","6.6"
"6","40","533","2","18","0.1","-9820","10500","38.1","2","28","5.5"
"3","10","421","6","14","0.3","146.66666666666666","2916.6666666666665","49.75","30","50","7.166666666666667"
"5","30","510","3","17","0.15","-4593.333333333333","9666.666666666666","38.85","12","46","7.333333333333333"
"4","20","466","5","15","0.25","-1378","6900","53.35","16","60","6.6"
"5","30","511","3","17","0.15","-4623.333333333333","9666.666666666666","38.85","12","46","7.333333333333333"
"6","40","534","2","18","0.1","-9860","10500","38.1","2","28","5.5"
"3","10","422","6","14","0.3","136.66666666666666","2916.6666666666665","49.75","30","50","7.166666666666667"
"2","5","380","20","0","1","83.875","925","34.05","57","0","6.6"
"6","40","535","2","18","0.1","-9900","10500","38.1","2","28","5.5"
"4","20","467","5","15","0.25","-1398","6900","53.35","16","60","6.6"
"3","10","423","6","14","0.3","126.66666666666667","2916.6666666666665","49.75","30","50","7.166666666666667"
"6","40","536","2","18","0.1","-9940","10500","38.1","2","28","5.5"
"2","5","381","20","0","1","78.875","925","34.05","57","0","6.6"
"4","20","468","5","15","0.25","-1418","6900","53.35","16","60","6.6"
"3","10","424","6","14","0.3","116.66666666666667","2916.6666666666665","49.75","30","50","7.166666666666667"
"6","40","537","2","18","0.1","-9980","10500","38.1","2","28","5.5"
"4","20","469","5","15","0.25","-1438","6900","53.35","16","60","6.6"
"3","10","425","6","14","0.3","106.66666666666667","2916.6666666666665","49.75","30","50","7.166666666666667"
"2","5","382","20","0","1","73.875","925","34.05","57","0","6.6"
"6","40","538","2","18","0.1","-9770","10750","38.1","2","28","5.5"
"5","30","512","3","17","0.15","-4653.333333333333","9666.666666666666","38.85","12","46","7.333333333333333"
"4","20","470","5","15","0.25","-1458","6900","53.35","16","60","6.6"
"3","10","426","5","15","0.25","118","3000","49.75","20","60","6.6"
"6","40","539","2","18","0.1","-9810","10750","38.1","2","28","5.5"
"5","30","513","3","17","0.15","-4683.333333333333","9666.666666666666","38.85","12","46","7.333333333333333"
"6","40","540","2","18","0.1","-9850","10750","38.1","2","28","5.5"
"3","10","427","5","15","0.25","108","3000","49.75","20","60","6.6"
"4","20","471","5","15","0.25","-1478","6900","53.35","16","60","6.6"
"5","30","514","3","17","0.15","-4713.333333333333","9666.666666666666","38.85","12","46","7.333333333333333"
"6","40","541","2","18","0.1","-9890","10750","38.1","2","28","5.5"
"3","10","428","5","15","0.25","98","3000","49.75","20","60","6.6"
"4","20","472","5","15","0.25","-1498","6900","53.35","16","60","6.6"
"5","30","515","3","17","0.15","-4743.333333333333","9666.666666666666","38.85","12","46","7.333333333333333"
"6","40","542","2","18","0.1","-9930","10750","38.1","2","28","5.5"
"3","10","429","5","15","0.25","88","3000","49.75","20","60","6.6"
"5","30","516","3","17","0.15","-4773.333333333333","9666.666666666666","38.85","12","46","7.333333333333333"
"6","40","543","2","18","0.1","-9970","10750","38.1","2","28","5.5"
"4","20","473","5","15","0.25","-1518","6900","53.35","16","60","6.6"
"5","30","517","3","17","0.15","-4636.666666666667","9833.333333333334","38.85","12","46","7.333333333333333"
"6","40","544","2","18","0.1","-10010","10750","38.1","2","28","5.5"
"3","10","430","5","15","0.25","78","3000","49.75","20","60","6.6"
"4","20","474","5","15","0.25","-1538","6900","53.35","16","60","6.6"
"5","30","518","3","17","0.15","-4666.666666666667","9833.333333333334","38.85","12","46","7.333333333333333"
"2","5","383","20","0","1","68.875","925","34.05","57","0","6.6"
"6","40","545","2","18","0.1","-10050","10750","38.1","2","28","5.5"
"4","20","475","5","15","0.25","-1558","6900","53.35","16","60","6.6"
"3","10","431","5","15","0.25","68","3000","49.75","20","60","6.6"
"5","30","519","3","17","0.15","-4696.666666666667","9833.333333333334","38.85","12","46","7.333333333333333"
"6","40","546","2","18","0.1","-10090","10750","38.1","2","28","5.5"
"4","20","476","4","16","0.2","-1717.5","6750","53.35","16","60","6.75"
"5","30","520","3","17","0.15","-4726.666666666667","9833.333333333334","38.85","12","46","7.333333333333333"
"2","5","384","20","0","1","63.875","925","34.05","57","0","6.6"
"3","10","432","5","15","0.25","58","3000","49.75","20","60","6.6"
"6","40","547","2","18","0.1","-10130","10750","38.1","2","28","5.5"
"4","20","477","4","16","0.2","-1737.5","6750","53.35","16","60","6.75"
"5","30","521","3","17","0.15","-4590","10000","38.85","12","46","7.333333333333333"
"3","10","433","5","15","0.25","48","3000","49.75","20","60","6.6"
"6","40","548","2","18","0.1","-10170","10750","38.1","2","28","5.5"
"4","20","478","4","16","0.2","-1757.5","6750","53.35","16","60","6.75"
"2","5","385","20","0","1","58.875","925","34.05","57","0","6.6"
"5","30","522","3","17","0.15","-4620","10000","38.85","12","46","7.333333333333333"
"6","40","549","2","18","0.1","-10210","10750","38.1","2","28","5.5"
"3","10","434","5","15","0.25","38","3000","49.75","20","60","6.6"
"4","20","479","4","16","0.2","-1777.5","6750","53.35","16","60","6.75"
"5","30","523","3","17","0.15","-4650","10000","38.85","12","46","7.333333333333333"
"6","40","550","2","18","0.1","-10250","10750","38.1","2","28","5.5"
"2","5","386","20","0","1","53.875","925","34.05","57","0","6.6"
"4","20","480","4","16","0.2","-1797.5","6750","53.35","16","60","6.75"
"5","30","524","3","17","0.15","-4680","10000","38.85","12","46","7.333333333333333"
"3","10","435","5","15","0.25","28","3000","49.75","20","60","6.6"
"6","40","551","2","18","0.1","-10040","11000","38.1","2","28","5.5"
"4","20","481","4","16","0.2","-1817.5","6750","53.35","16","60","6.75"
"5","30","525","3","17","0.15","-4710","10000","38.85","12","46","7.333333333333333"
"3","10","436","5","15","0.25","18","3000","49.75","20","60","6.6"
"2","5","387","20","0","1","48.875","925","34.05","57","0","6.6"
"6","40","552","2","18","0.1","-10080","11000","38.1","2","28","5.5"
"4","20","482","4","16","0.2","-1837.5","6750","53.35","16","60","6.75"
"5","30","526","3","17","0.15","-4740","10000","38.85","12","46","7.333333333333333"
"3","10","437","5","15","0.25","8","3000","49.75","20","60","6.6"
"4","20","483","4","16","0.2","-1857.5","6750","53.35","16","60","6.75"
"6","40","553","2","18","0.1","-10120","11000","38.1","2","28","5.5"
"2","5","388","20","0","1","43.875","925","34.05","57","0","6.6"
"5","30","527","3","17","0.15","-4770","10000","38.85","12","46","7.333333333333333"
"3","10","438","4","16","0.2","155","3250","49.75","10","70","5.75"
"4","20","484","4","16","0.2","-1877.5","6750","53.35","16","60","6.75"
"6","40","554","2","18","0.1","-10160","11000","38.1","2","28","5.5"
"5","30","528","3","17","0.15","-4800","10000","38.85","12","46","7.333333333333333"
"2","5","389","20","0","1","38.875","925","34.05","57","0","6.6"
"4","20","485","4","16","0.2","-1897.5","6750","53.35","16","60","6.75"
"5","30","529","3","17","0.15","-4830","10000","38.85","12","46","7.333333333333333"
"6","40","555","2","18","0.1","-10200","11000","38.1","2","28","5.5"
"5","30","530","3","17","0.15","-4860","10000","38.85","12","46","7.333333333333333"
"6","40","556","2","18","0.1","-10240","11000","38.1","2","28","5.5"
"4","20","486","4","16","0.2","-1792.5","6875","53.35","16","60","6.75"
"5","30","531","3","17","0.15","-4890","10000","38.85","12","46","7.333333333333333"
"2","5","390","20","0","1","33.875","925","34.05","57","0","6.6"
"6","40","557","2","18","0.1","-10280","11000","38.1","2","28","5.5"
"4","20","487","4","16","0.2","-1812.5","6875","53.35","16","60","6.75"
"5","30","532","3","17","0.15","-4920","10000","38.85","12","46","7.333333333333333"
"5","30","533","3","17","0.15","-4950","10000","38.85","12","46","7.333333333333333"
"6","40","558","2","18","0.1","-10320","11000","38.1","2","28","5.5"
"4","20","488","4","16","0.2","-1832.5","6875","53.35","16","60","6.75"
"2","5","391","20","0","1","28.875","925","34.05","57","0","6.6"
"5","30","534","3","17","0.15","-4813.333333333333","10166.666666666666","38.85","12","46","7.333333333333333"
"6","40","559","2","18","0.1","-10360","11000","38.1","2","28","5.5"
"4","20","489","4","16","0.2","-1852.5","6875","53.35","16","60","6.75"
"5","30","535","3","17","0.15","-4843.333333333333","10166.666666666666","38.85","12","46","7.333333333333333"
"2","5","392","20","0","1","23.875","925","34.05","57","0","6.6"
"4","20","490","4","16","0.2","-1872.5","6875","53.35","16","60","6.75"
"5","30","536","3","17","0.15","-4873.333333333333","10166.666666666666","38.85","12","46","7.333333333333333"
"6","40","560","2","18","0.1","-10400","11000","38.1","2","28","5.5"
"5","30","537","3","17","0.15","-4903.333333333333","10166.666666666666","38.85","12","46","7.333333333333333"
"4","20","491","4","16","0.2","-1892.5","6875","53.35","16","60","6.75"
"2","5","393","20","0","1","18.875","925","34.05","57","0","6.6"
"5","30","538","3","17","0.15","-4766.666666666667","10333.333333333334","38.85","12","46","7.333333333333333"
"4","20","492","4","16","0.2","-1912.5","6875","53.35","16","60","6.75"
"6","40","561","2","18","0.1","-10440","11000","38.1","2","28","5.5"
"5","30","539","3","17","0.15","-4796.666666666667","10333.333333333334","38.85","12","46","7.333333333333333"
"4","20","493","4","16","0.2","-1932.5","6875","53.35","16","60","6.75"
"6","40","562","2","18","0.1","-10480","11000","38.1","2","28","5.5"
"2","5","394","20","0","1","13.875","925","34.05","57","0","6.6"
"5","30","540","3","17","0.15","-4826.666666666667","10333.333333333334","38.85","12","46","7.333333333333333"
"4","20","494","4","16","0.2","-1952.5","6875","53.35","16","60","6.75"
"6","40","563","2","18","0.1","-10270","11250","38.1","2","28","5.5"
"5","30","541","3","17","0.15","-4856.666666666667","10333.333333333334","38.85","12","46","7.333333333333333"
"4","20","495","4","16","0.2","-1972.5","6875","53.35","16","60","6.75"
"6","40","564","2","18","0.1","-10310","11250","38.1","2","28","5.5"
"5","30","542","3","17","0.15","-4886.666666666667","10333.333333333334","38.85","12","46","7.333333333333333"
"2","5","395","20","0","1","8.875","925","34.05","57","0","6.6"
"4","20","496","4","16","0.2","-1992.5","6875","53.35","16","60","6.75"
"6","40","565","2","18","0.1","-10350","11250","38.1","2","28","5.5"
"5","30","543","3","17","0.15","-4916.666666666667","10333.333333333334","38.85","12","46","7.333333333333333"
"4","20","497","4","16","0.2","-2012.5","6875","53.35","16","60","6.75"
"6","40","566","2","18","0.1","-10390","11250","38.1","2","28","5.5"
"5","30","544","3","17","0.15","-4946.666666666667","10333.333333333334","38.85","12","46","7.333333333333333"
"2","5","396","20","0","1","3.875","925","34.05","57","0","6.6"
"4","20","498","4","16","0.2","-2032.5","6875","53.35","16","60","6.75"
"5","30","545","3","17","0.15","-4976.666666666667","10333.333333333334","38.85","12","46","7.333333333333333"
"6","40","567","2","18","0.1","-10430","11250","38.1","2","28","5.5"
"5","30","546","3","17","0.15","-5006.666666666667","10333.333333333334","38.85","12","46","7.333333333333333"
"4","20","499","4","16","0.2","-2052.5","6875","53.35","16","60","6.75"
"6","40","568","2","18","0.1","-10470","11250","38.1","2","28","5.5"
"5","30","547","3","17","0.15","-5036.666666666667","10333.333333333334","38.85","12","46","7.333333333333333"
"6","40","569","2","18","0.1","-10510","11250","38.1","2","28","5.5"
"2","5","397","20","0","1","-1.125","925","34.05","57","0","6.6"
"4","20","500","4","16","0.2","-2072.5","6875","53.35","16","60","6.75"
"5","30","548","3","17","0.15","-5066.666666666667","10333.333333333334","38.85","12","46","7.333333333333333"
"6","40","570","2","18","0.1","-10550","11250","38.1","2","28","5.5"
"4","20","501","3","17","0.15","-2616.6666666666665","6333.333333333333","53.35","13","63","6.666666666666667"
"2","5","398","20","0","1","-6.125","925","34.05","57","0","6.6"
"6","40","571","2","18","0.1","-10590","11250","38.1","2","28","5.5"
"5","30","549","3","17","0.15","-5096.666666666667","10333.333333333334","38.85","12","46","7.333333333333333"
"4","20","502","3","17","0.15","-2636.6666666666665","6333.333333333333","53.35","13","63","6.666666666666667"
"6","40","572","2","18","0.1","-10630","11250","38.1","2","28","5.5"
"5","30","550","3","17","0.15","-5126.666666666667","10333.333333333334","38.85","12","46","7.333333333333333"
"4","20","503","3","17","0.15","-2656.6666666666665","6333.333333333333","53.35","13","63","6.666666666666667"
"2","5","399","20","0","1","-11.125","925","34.05","57","0","6.6"
"6","40","573","2","18","0.1","-10670","11250","38.1","2","28","5.5"
"5","30","551","3","17","0.15","-4990","10500","38.85","12","46","7.333333333333333"
"4","20","504","3","17","0.15","-2676.6666666666665","6333.333333333333","53.35","13","63","6.666666666666667"
"6","40","574","2","18","0.1","-10710","11250","38.1","2","28","5.5"
"5","30","552","3","17","0.15","-5020","10500","38.85","12","46","7.333333333333333"
"4","20","505","3","17","0.15","-2696.6666666666665","6333.333333333333","53.35","13","63","7"
"2","5","400","20","0","1","-16.125","925","34.05","57","0","6.65"
"6","40","575","2","18","0.1","-10750","11250","38.1","2","28","5.5"
"5","30","553","3","17","0.15","-5050","10500","38.85","12","46","7.333333333333333"
"4","20","506","3","17","0.15","-2716.6666666666665","6333.333333333333","53.35","13","63","7"
"6","40","576","2","18","0.1","-10540","11500","38.1","2","28","5.5"
"2","5","401","20","0","1","128.875","1075","34.05","57","0","6.65"
"5","30","554","3","17","0.15","-5080","10500","38.85","12","46","7.333333333333333"
"4","20","507","3","17","0.15","-2736.6666666666665","6333.333333333333","53.35","13","63","7"
"6","40","577","2","18","0.1","-10580","11500","38.1","2","28","5.5"
"5","30","555","3","17","0.15","-4943.333333333333","10666.666666666666","38.85","12","46","7.333333333333333"
"4","20","508","3","17","0.15","-2756.6666666666665","6333.333333333333","53.35","13","63","7"
"6","40","578","2","18","0.1","-10620","11500","38.1","2","28","5.5"
"5","30","556","3","17","0.15","-4973.333333333333","10666.666666666666","38.85","12","46","7.333333333333333"
"2","5","402","20","0","1","148.875","1100","34.05","57","0","6.65"
"4","20","509","3","17","0.15","-2776.6666666666665","6333.333333333333","53.35","13","63","7"
"6","40","579","2","18","0.1","-10660","11500","38.1","2","28","5.5"
"5","30","557","3","17","0.15","-5003.333333333333","10666.666666666666","38.85","12","46","7.333333333333333"
"4","20","510","3","17","0.15","-2796.6666666666665","6333.333333333333","53.35","13","63","7"
"5","30","558","3","17","0.15","-5033.333333333333","10666.666666666666","38.85","12","46","7.333333333333333"
"6","40","580","2","18","0.1","-10700","11500","38.1","2","28","5.5"
"2","5","403","20","0","1","143.875","1100","34.05","57","0","6.65"
"5","30","559","3","17","0.15","-5063.333333333333","10666.666666666666","38.85","12","46","7.333333333333333"
"4","20","511","3","17","0.15","-2650","6500","53.35","13","63","7"
"6","40","581","2","18","0.1","-10740","11500","38.1","2","28","5.5"
"5","30","560","3","17","0.15","-5093.333333333333","10666.666666666666","38.85","12","46","7.333333333333333"
"6","40","582","2","18","0.1","-10780","11500","38.1","2","28","5.5"
"2","5","404","20","0","1","138.875","1100","34.05","57","0","6.65"
"5","30","561","3","17","0.15","-5123.333333333333","10666.666666666666","38.85","12","46","7.333333333333333"
"6","40","583","2","18","0.1","-10820","11500","38.1","2","28","5.5"
"6","40","584","2","18","0.1","-10860","11500","38.1","2","28","5.5"
"5","30","562","3","17","0.15","-5153.333333333333","10666.666666666666","38.85","12","46","7.333333333333333"
"2","5","405","20","0","1","133.875","1100","34.05","57","0","6.65"
"4","20","512","3","17","0.15","-2670","6500","53.35","13","63","7"
"6","40","585","2","18","0.1","-10900","11500","38.1","2","28","5.5"
"5","30","563","3","17","0.15","-5183.333333333333","10666.666666666666","38.85","12","46","7.333333333333333"
"4","20","513","3","17","0.15","-2690","6500","53.35","13","63","7"
"6","40","586","2","18","0.1","-10940","11500","38.1","2","28","5.5"
"2","5","406","20","0","1","128.875","1100","34.05","57","0","6.65"
"5","30","564","3","17","0.15","-5213.333333333333","10666.666666666666","38.85","12","46","7.333333333333333"
"6","40","587","2","18","0.1","-10980","11500","38.1","2","28","5.5"
"4","20","514","3","17","0.15","-2710","6500","53.35","13","63","7"
"5","30","565","3","17","0.15","-5243.333333333333","10666.666666666666","38.85","12","46","7.333333333333333"
"6","40","588","2","18","0.1","-10770","11750","38.1","2","28","5.5"
"4","20","515","3","17","0.15","-2730","6500","53.35","13","63","7"
"2","5","407","20","0","1","173.875","1150","34.05","57","0","6.65"
"6","40","589","2","18","0.1","-10810","11750","38.1","2","28","5.5"
"4","20","516","3","17","0.15","-2750","6500","53.35","13","63","7"
"5","30","566","3","17","0.15","-5273.333333333333","10666.666666666666","38.85","12","46","7.333333333333333"
"6","40","590","2","18","0.1","-10850","11750","38.1","2","28","5.5"
"2","5","408","20","0","1","168.875","1150","34.05","57","0","6.65"
"5","30","567","3","17","0.15","-5136.666666666667","10833.333333333334","38.85","12","46","7.333333333333333"
"4","20","517","3","17","0.15","-2770","6500","53.35","13","63","7"
"6","40","591","2","18","0.1","-10890","11750","38.1","2","28","5.5"
"7","50","475","0","20","0","0","0","43.7","0","61","0"
"5","30","568","3","17","0.15","-5166.666666666667","10833.333333333334","38.85","12","46","7.333333333333333"
"4","20","518","3","17","0.15","-2790","6500","53.35","13","63","7"
"2","5","409","20","0","1","163.875","1150","34.05","57","0","6.65"
"6","40","592","2","18","0.1","-10930","11750","38.1","2","28","5.5"
"5","30","569","3","17","0.15","-5196.666666666667","10833.333333333334","38.85","12","46","7.333333333333333"
"7","50","476","0","20","0","0","0","43.7","0","61","0"
"4","20","519","3","17","0.15","-2810","6500","53.35","13","63","7"
"6","40","593","2","18","0.1","-10970","11750","38.1","2","28","5.5"
"5","30","570","3","17","0.15","-5226.666666666667","10833.333333333334","38.85","12","46","7.333333333333333"
"2","5","410","20","0","1","158.875","1150","34.05","57","0","6.65"
"7","50","477","0","20","0","0","0","43.7","0","61","0"
"4","20","520","3","17","0.15","-2830","6500","53.35","13","63","7"
"6","40","594","2","18","0.1","-11010","11750","38.1","2","28","5.5"
"5","30","571","3","17","0.15","-5090","11000","38.85","12","46","7.333333333333333"
"4","20","521","3","17","0.15","-2850","6500","53.35","13","63","7"
"6","40","595","2","18","0.1","-11050","11750","38.1","2","28","5.5"
"7","50","478","0","20","0","0","0","43.7","0","61","0"
"2","5","411","20","0","1","153.875","1150","34.05","57","0","6.65"
"5","30","572","3","17","0.15","-5120","11000","38.85","12","46","7.333333333333333"
"4","20","522","3","17","0.15","-2870","6500","53.35","13","63","7"
"6","40","596","2","18","0.1","-11090","11750","38.1","2","28","5.5"
"5","30","573","3","17","0.15","-5150","11000","38.85","12","46","7.333333333333333"
"7","50","479","0","20","0","0","0","43.7","0","61","0"
"1","0","284","20","0","1","1075.375","0","48.25","67","0","6.1"
"4","20","523","3","17","0.15","-2890","6500","53.35","13","63","7"
"5","30","574","3","17","0.15","-5180","11000","38.85","12","46","7.333333333333333"
"6","40","597","2","18","0.1","-11130","11750","38.1","2","28","5.5"
"2","5","412","20","0","1","148.875","1150","34.05","57","0","6.65"
"7","50","480","0","20","0","0","0","43.7","0","61","0"
"4","20","524","3","17","0.15","-2910","6500","53.35","13","63","7"
"5","30","575","3","17","0.15","-5210","11000","38.85","12","46","7.333333333333333"
"6","40","598","2","18","0.1","-11170","11750","38.1","2","28","5.5"
"7","50","481","0","20","0","0","0","43.7","0","61","0"
"1","0","285","20","0","1","1075.375","0","48.25","67","0","6.1"
"6","40","599","2","18","0.1","-11210","11750","38.1","2","28","5.5"
"7","50","482","0","20","0","0","0","43.7","0","61","0"
"5","30","576","3","17","0.15","-5240","11000","38.85","12","46","7.333333333333333"
"4","20","525","3","17","0.15","-2930","6500","53.35","13","63","7"
"2","5","413","20","0","1","143.875","1150","34.05","57","0","6.65"
